nohup: ignoring input
Deepfashion Consumer-to-shop Attribute prediction using single model
arch           is: Resnet152
gpuId          is: 0
init lr        is: 0.001
num_classs     is: 257
batch size     is: 64
input_size     is: 224
relative_path  is: ../Img/
train_path     is: ../NewAnno/list_bbx_image_attr_train.txt
val_path       is: ../NewAnno/list_bbx_image_attr_val.txt
test_path      is: ../NewAnno/list_bbx_image_attr_test.txt
epochs         is: 50
savePath       is: ./checkpoint/BBX/NewAnno
resume         is: 
momentum       is: 0.9
zeroTrain      is: False
weight_decay   is: 0.0005
print_freq     is: 50
Conv_Type      is: 2
Branch         is: 17
Conv_Num       is: 5
Use GPU!
Start training.
Epoch:  0 lr is: [0.001]
        the 0th batch, loss is: 0.77420938   
    the 95250th batch, loss is: 0.082017     
    the 95300th batch, loss is: 0.09487668   
    the 95350th batch, loss is: 0.0838424    
    the 95400th batch, loss is: 0.09558325   
    the 95450th batch, loss is: 0.09016352   
    the 95500th batch, loss is: 0.0806535    
    the 95550th batch, loss is: 0.08800244   
    the 95600th batch, loss is: 0.08690124   
    the 95650th batch, loss is: 0.07884648   
    the 95700th batch, loss is: 0.08292079   
    the 95750th batch, loss is: 0.08138645   
    the 95800th batch, loss is: 0.07703358   
Epoch:  32 lr is: [0.001]
    the 95850th batch, loss is: 0.08617781   
    the 95900th batch, loss is: 0.08139587   
    the 95950th batch, loss is: 0.08683164   
    the 96000th batch, loss is: 0.0776746    
    the 96050th batch, loss is: 0.07682496   
    the 96100th batch, loss is: 0.078681     
    the 96150th batch, loss is: 0.0830581    
    the 96200th batch, loss is: 0.0829743    
    the 96250th batch, loss is: 0.09345729   
    the 96300th batch, loss is: 0.10601205   
    the 96350th batch, loss is: 0.0885862    
    the 96400th batch, loss is: 0.08015899   
    the 96450th batch, loss is: 0.09257731   
    the 96500th batch, loss is: 0.08737193   
    the 96550th batch, loss is: 0.07794949   
    the 96600th batch, loss is: 0.09083538   
    the 96650th batch, loss is: 0.07852757   
    the 96700th batch, loss is: 0.083805     
    the 96750th batch, loss is: 0.07685581   
    the 96800th batch, loss is: 0.07733732   
    the 96850th batch, loss is: 0.07496426   
    the 96900th batch, loss is: 0.07833773   
    the 96950th batch, loss is: 0.08398768   
    the 97000th batch, loss is: 0.08899724   
    the 97050th batch, loss is: 0.09422097   
    the 97100th batch, loss is: 0.08898937   
    the 97150th batch, loss is: 0.08160663   
    the 97200th batch, loss is: 0.07936735   
    the 97250th batch, loss is: 0.08783323   
    the 97300th batch, loss is: 0.0889164    
    the 97350th batch, loss is: 0.08862866   
    the 97400th batch, loss is: 0.08113438   
    the 97450th batch, loss is: 0.07983317   
    the 97500th batch, loss is: 0.09332562   
    the 97550th batch, loss is: 0.08862163   
    the 97600th batch, loss is: 0.07844107   
    the 97650th batch, loss is: 0.08462775   
    the 97700th batch, loss is: 0.08602314   
    the 97750th batch, loss is: 0.09018926   
    the 97800th batch, loss is: 0.08183779   
    the 97850th batch, loss is: 0.09085608   
    the 97900th batch, loss is: 0.08073667   
    the 97950th batch, loss is: 0.07673442   
    the 98000th batch, loss is: 0.07680678   
    the 98050th batch, loss is: 0.07559703   
    the 98100th batch, loss is: 0.08313014   
    the 98150th batch, loss is: 0.0775232    
    the 98200th batch, loss is: 0.06962415   
    the 98250th batch, loss is: 0.08163863   
    the 98300th batch, loss is: 0.08855344   
    the 98350th batch, loss is: 0.08741691   
    the 98400th batch, loss is: 0.08041338   
    the 98450th batch, loss is: 0.07900757   
    the 98500th batch, loss is: 0.0755515    
    the 98550th batch, loss is: 0.07916032   
    the 98600th batch, loss is: 0.09035554   
    the 98650th batch, loss is: 0.0775286    
    the 98700th batch, loss is: 0.08166993   
    the 98750th batch, loss is: 0.09587458   
    the 98800th batch, loss is: 0.09170331   
Epoch:  33 lr is: [0.001]
    the 98850th batch, loss is: 0.08793867   
    the 98900th batch, loss is: 0.07710197   
    the 98950th batch, loss is: 0.08605882   
    the 99000th batch, loss is: 0.08688102   
    the 99050th batch, loss is: 0.08112242   
    the 99100th batch, loss is: 0.09393074   
    the 99150th batch, loss is: 0.08018329   
    the 99200th batch, loss is: 0.08325487   
    the 99250th batch, loss is: 0.08214848   
    the 99300th batch, loss is: 0.08654359   
    the 99350th batch, loss is: 0.07961893   
    the 99400th batch, loss is: 0.08365268   
    the 99450th batch, loss is: 0.08524531   
    the 99500th batch, loss is: 0.08274116   
    the 99550th batch, loss is: 0.08444163   
    the 99600th batch, loss is: 0.08021345   
    the 99650th batch, loss is: 0.08512314   
    the 99700th batch, loss is: 0.08140875   
    the 99750th batch, loss is: 0.08361482   
    the 99800th batch, loss is: 0.08136097   
    the 99850th batch, loss is: 0.09079751   
    the 99900th batch, loss is: 0.08093402   
    the 99950th batch, loss is: 0.10699899   
   the 100000th batch, loss is: 0.08560082   
   the 100050th batch, loss is: 0.0864755    
   the 100100th batch, loss is: 0.0883605    
   the 100150th batch, loss is: 0.08615419   
   the 100200th batch, loss is: 0.08451857   
   the 100250th batch, loss is: 0.089499     
   the 100300th batch, loss is: 0.08627306   
   the 100350th batch, loss is: 0.08237092   
   the 100400th batch, loss is: 0.08727307   
   the 100450th batch, loss is: 0.08535893   
   the 100500th batch, loss is: 0.07870264   
   the 100550th batch, loss is: 0.07809379   
   the 100600th batch, loss is: 0.09223355   
   the 100650th batch, loss is: 0.08832765   
   the 100700th batch, loss is: 0.08629213   
   the 100750th batch, loss is: 0.08270924   
   the 100800th batch, loss is: 0.08131596   
   the 100850th batch, loss is: 0.0898556    
   the 100900th batch, loss is: 0.0962207    
   the 100950th batch, loss is: 0.07751694   
   the 101000th batch, loss is: 0.08991387   
   the 101050th batch, loss is: 0.07572627   
   the 101100th batch, loss is: 0.08626094   
   the 101150th batch, loss is: 0.08559918   
   the 101200th batch, loss is: 0.09175117   
   the 101250th batch, loss is: 0.07631676   
   the 101300th batch, loss is: 0.0856395    
   the 101350th batch, loss is: 0.08197103   
   the 101400th batch, loss is: 0.08381945   
   the 101450th batch, loss is: 0.08517739   
   the 101500th batch, loss is: 0.08613001   
   the 101550th batch, loss is: 0.08770817   
   the 101600th batch, loss is: 0.09476905   
   the 101650th batch, loss is: 0.08557782   
   the 101700th batch, loss is: 0.07926443   
   the 101750th batch, loss is: 0.07366747   
   the 101800th batch, loss is: 0.09148901   
Epoch:  34 lr is: [0.001]
   the 101850th batch, loss is: 0.08760332   
   the 101900th batch, loss is: 0.07964054   
   the 101950th batch, loss is: 0.08325696   
   the 102000th batch, loss is: 0.08139082   
   the 102050th batch, loss is: 0.07938349   
   the 102100th batch, loss is: 0.07508297   
   the 102150th batch, loss is: 0.07885171   
   the 102200th batch, loss is: 0.08995538   
   the 102250th batch, loss is: 0.08565597   
   the 102300th batch, loss is: 0.07421452   
   the 102350th batch, loss is: 0.08994696   
   the 102400th batch, loss is: 0.08264775   
   the 102450th batch, loss is: 0.08300361   
   the 102500th batch, loss is: 0.08117889   
   the 102550th batch, loss is: 0.07779464   
   the 102600th batch, loss is: 0.08274657   
   the 102650th batch, loss is: 0.07502443   
   the 102700th batch, loss is: 0.07885491   
   the 102750th batch, loss is: 0.08609682   
   the 102800th batch, loss is: 0.08819931   
   the 102850th batch, loss is: 0.08931267   
   the 102900th batch, loss is: 0.07941099   
   the 102950th batch, loss is: 0.08091048   
   the 103000th batch, loss is: 0.07538073   
   the 103050th batch, loss is: 0.08437859   
   the 103100th batch, loss is: 0.07694757   
   the 103150th batch, loss is: 0.08842111   
   the 103200th batch, loss is: 0.07507682   
   the 103250th batch, loss is: 0.08046772   
   the 103300th batch, loss is: 0.08941054   
   the 103350th batch, loss is: 0.08237176   
   the 103400th batch, loss is: 0.08897047   
   the 103450th batch, loss is: 0.07804973   
   the 103500th batch, loss is: 0.09233135   
   the 103550th batch, loss is: 0.08128149   
   the 103600th batch, loss is: 0.07937112   
   the 103650th batch, loss is: 0.08643179   
   the 103700th batch, loss is: 0.08620907   
   the 103750th batch, loss is: 0.08957118   
   the 103800th batch, loss is: 0.08844495   
   the 103850th batch, loss is: 0.09464905   
   the 103900th batch, loss is: 0.08198817   
   the 103950th batch, loss is: 0.07836015   
   the 104000th batch, loss is: 0.07518706   
   the 104050th batch, loss is: 0.07697709   
   the 104100th batch, loss is: 0.07390871   
   the 104150th batch, loss is: 0.07986908   
   the 104200th batch, loss is: 0.08382332   
   the 104250th batch, loss is: 0.08301738   
   the 104300th batch, loss is: 0.08373146   
   the 104350th batch, loss is: 0.08907814   
   the 104400th batch, loss is: 0.09100316   
   the 104450th batch, loss is: 0.08178442   
   the 104500th batch, loss is: 0.08692652   
   the 104550th batch, loss is: 0.09263386   
   the 104600th batch, loss is: 0.07131574   
   the 104650th batch, loss is: 0.08523668   
   the 104700th batch, loss is: 0.08079658   
   the 104750th batch, loss is: 0.08672568   
   the 104800th batch, loss is: 0.08303568   
Epoch:  35 lr is: [0.001]
   the 104850th batch, loss is: 0.07643898   
   the 104900th batch, loss is: 0.07136936   
   the 104950th batch, loss is: 0.07165736   
   the 105000th batch, loss is: 0.067253     
   the 105050th batch, loss is: 0.07973086   
   the 105100th batch, loss is: 0.07349677   
   the 105150th batch, loss is: 0.08117072   
   the 105200th batch, loss is: 0.07118049   
   the 105250th batch, loss is: 0.079505     
   the 105300th batch, loss is: 0.07311848   
   the 105350th batch, loss is: 0.07881167   
   the 105400th batch, loss is: 0.09098973   
   the 105450th batch, loss is: 0.07933701   
   the 105500th batch, loss is: 0.08517152   
   the 105550th batch, loss is: 0.07961924   
   the 105600th batch, loss is: 0.06587005   
   the 105650th batch, loss is: 0.07060933   
   the 105700th batch, loss is: 0.08358517   
   the 105750th batch, loss is: 0.08121239   
   the 105800th batch, loss is: 0.07179949   
   the 105850th batch, loss is: 0.07634572   
   the 105900th batch, loss is: 0.08633813   
   the 105950th batch, loss is: 0.08664602   
   the 106000th batch, loss is: 0.08863309   
   the 106050th batch, loss is: 0.07699666   
   the 106100th batch, loss is: 0.07334144   
   the 106150th batch, loss is: 0.08799405   
   the 106200th batch, loss is: 0.07995895   
   the 106250th batch, loss is: 0.07988183   
   the 106300th batch, loss is: 0.08137572   
   the 106350th batch, loss is: 0.0855491    
   the 106400th batch, loss is: 0.08479288   
   the 106450th batch, loss is: 0.07574753   
   the 106500th batch, loss is: 0.07626713   
   the 106550th batch, loss is: 0.07992845   
   the 106600th batch, loss is: 0.08467423   
   the 106650th batch, loss is: 0.07367439   
   the 106700th batch, loss is: 0.07655638   
   the 106750th batch, loss is: 0.07188626   
   the 106800th batch, loss is: 0.08122257   
   the 106850th batch, loss is: 0.0790621    
   the 106900th batch, loss is: 0.07982033   
   the 106950th batch, loss is: 0.07386334   
   the 107000th batch, loss is: 0.07819017   
   the 107050th batch, loss is: 0.07699008   
   the 107100th batch, loss is: 0.07741963   
   the 107150th batch, loss is: 0.08694345   
   the 107200th batch, loss is: 0.08476321   
   the 107250th batch, loss is: 0.0801657    
   the 107300th batch, loss is: 0.07410827   
   the 107350th batch, loss is: 0.08461812   
   the 107400th batch, loss is: 0.07884232   
   the 107450th batch, loss is: 0.09413245   
   the 107500th batch, loss is: 0.07537283   
   the 107550th batch, loss is: 0.08405669   
   the 107600th batch, loss is: 0.07474902   
   the 107650th batch, loss is: 0.0823312    
   the 107700th batch, loss is: 0.08132397   
   the 107750th batch, loss is: 0.08328293   
   the 107800th batch, loss is: 0.07274354   
Epoch:  36 lr is: [0.001]
   the 107850th batch, loss is: 0.07455997   
   the 107900th batch, loss is: 0.08000847   
   the 107950th batch, loss is: 0.07677227   
   the 108000th batch, loss is: 0.08863874   
   the 108050th batch, loss is: 0.08366137   
   the 108100th batch, loss is: 0.07773285   
   the 108150th batch, loss is: 0.07343949   
   the 108200th batch, loss is: 0.07577897   
   the 108250th batch, loss is: 0.07339869   
   the 108300th batch, loss is: 0.07243764   
   the 108350th batch, loss is: 0.07184678   
   the 108400th batch, loss is: 0.08135079   
   the 108450th batch, loss is: 0.07682321   
   the 108500th batch, loss is: 0.07172788   
   the 108550th batch, loss is: 0.08232503   
   the 108600th batch, loss is: 0.07848267   
   the 108650th batch, loss is: 0.0837428    
   the 108700th batch, loss is: 0.08481316   
   the 108750th batch, loss is: 0.08528539   
   the 108800th batch, loss is: 0.08472629   
   the 108850th batch, loss is: 0.07947345   
   the 108900th batch, loss is: 0.07792371   
   the 108950th batch, loss is: 0.08014674   
   the 109000th batch, loss is: 0.07924901   
   the 109050th batch, loss is: 0.09235559   
   the 109100th batch, loss is: 0.08627399   
   the 109150th batch, loss is: 0.07983587   
   the 109200th batch, loss is: 0.07289309   
   the 109250th batch, loss is: 0.08438164   
   the 109300th batch, loss is: 0.0757314    
   the 109350th batch, loss is: 0.07284971   
   the 109400th batch, loss is: 0.08645248   
   the 109450th batch, loss is: 0.08114707   
   the 109500th batch, loss is: 0.07932969   
   the 109550th batch, loss is: 0.08112894   
   the 109600th batch, loss is: 0.07398396   
   the 109650th batch, loss is: 0.07657932   
   the 109700th batch, loss is: 0.07566583   
   the 109750th batch, loss is: 0.07997915   
   the 109800th batch, loss is: 0.07155478   
   the 109850th batch, loss is: 0.07896913   
   the 109900th batch, loss is: 0.07941462   
   the 109950th batch, loss is: 0.07826412   
   the 110000th batch, loss is: 0.0643214    
   the 110050th batch, loss is: 0.07550587   
   the 110100th batch, loss is: 0.08013037   
   the 110150th batch, loss is: 0.08657213   
   the 110200th batch, loss is: 0.0873394    
   the 110250th batch, loss is: 0.08107673   
   the 110300th batch, loss is: 0.06847809   
   the 110350th batch, loss is: 0.07651348   
   the 110400th batch, loss is: 0.08764523   
   the 110450th batch, loss is: 0.07861645   
   the 110500th batch, loss is: 0.07724097   
   the 110550th batch, loss is: 0.08789523   
   the 110600th batch, loss is: 0.08547573   
   the 110650th batch, loss is: 0.08206402   
   the 110700th batch, loss is: 0.08359408   
   the 110750th batch, loss is: 0.07200059   
   the 110800th batch, loss is: 0.08182368   
Epoch:  37 lr is: [0.001]
   the 110850th batch, loss is: 0.07931472   
   the 110900th batch, loss is: 0.07469795   
   the 110950th batch, loss is: 0.07642905   
   the 111000th batch, loss is: 0.07050838   
   the 111050th batch, loss is: 0.0715126    
   the 111100th batch, loss is: 0.07724068   
   the 111150th batch, loss is: 0.08479814   
   the 111200th batch, loss is: 0.07287244   
   the 111250th batch, loss is: 0.07249408   
   the 111300th batch, loss is: 0.08001509   
   the 111350th batch, loss is: 0.08123641   
   the 111400th batch, loss is: 0.0703388    
   the 111450th batch, loss is: 0.07410906   
   the 111500th batch, loss is: 0.07091818   
   the 111550th batch, loss is: 0.07395428   
   the 111600th batch, loss is: 0.07498921   
   the 111650th batch, loss is: 0.0797138    
   the 111700th batch, loss is: 0.07175007   
   the 111750th batch, loss is: 0.06871745   
   the 111800th batch, loss is: 0.07228759   
   the 111850th batch, loss is: 0.08540688   
   the 111900th batch, loss is: 0.06976815   
   the 111950th batch, loss is: 0.07716689   
   the 112000th batch, loss is: 0.07612529   
   the 112050th batch, loss is: 0.07556438   
   the 112100th batch, loss is: 0.07245556   
   the 112150th batch, loss is: 0.08201468   
   the 112200th batch, loss is: 0.07743837   
   the 112250th batch, loss is: 0.07617909   
   the 112300th batch, loss is: 0.07760435   
   the 112350th batch, loss is: 0.0698384    
   the 112400th batch, loss is: 0.07586196   
   the 112450th batch, loss is: 0.07939182   
   the 112500th batch, loss is: 0.07024531   
   the 112550th batch, loss is: 0.07686707   
   the 112600th batch, loss is: 0.08423793   
   the 112650th batch, loss is: 0.07633583   
   the 112700th batch, loss is: 0.07387224   
   the 112750th batch, loss is: 0.07176732   
   the 112800th batch, loss is: 0.07317699   
   the 112850th batch, loss is: 0.07571065   
   the 112900th batch, loss is: 0.07279173   
   the 112950th batch, loss is: 0.08008364   
   the 113000th batch, loss is: 0.08189357   
   the 113050th batch, loss is: 0.07404596   
   the 113100th batch, loss is: 0.07175549   
   the 113150th batch, loss is: 0.08855568   
   the 113200th batch, loss is: 0.07916466   
   the 113250th batch, loss is: 0.07498857   
   the 113300th batch, loss is: 0.07719885   
   the 113350th batch, loss is: 0.07388801   
   the 113400th batch, loss is: 0.07668639   
   the 113450th batch, loss is: 0.07260968   
   the 113500th batch, loss is: 0.08675345   
   the 113550th batch, loss is: 0.07592892   
   the 113600th batch, loss is: 0.07649508   
   the 113650th batch, loss is: 0.07518758   
   the 113700th batch, loss is: 0.08262878   
   the 113750th batch, loss is: 0.07624219   
   the 113800th batch, loss is: 0.08367071   
Epoch:  38 lr is: [0.001]
   the 113850th batch, loss is: 0.08200781   
   the 113900th batch, loss is: 0.07215039   
   the 113950th batch, loss is: 0.07341367   
   the 114000th batch, loss is: 0.07412828   
   the 114050th batch, loss is: 0.0782413    
   the 114100th batch, loss is: 0.06617873   
   the 114150th batch, loss is: 0.06651489   
   the 114200th batch, loss is: 0.08492542   
   the 114250th batch, loss is: 0.06134642   
   the 114300th batch, loss is: 0.07700715   
   the 114350th batch, loss is: 0.0791171    
   the 114400th batch, loss is: 0.07847607   
   the 114450th batch, loss is: 0.08429705   
   the 114500th batch, loss is: 0.07406447   
   the 114550th batch, loss is: 0.07949141   
   the 114600th batch, loss is: 0.0657844    
   the 114650th batch, loss is: 0.08244296   
   the 114700th batch, loss is: 0.08262104   
   the 114750th batch, loss is: 0.07959219   
   the 114800th batch, loss is: 0.06720938   
   the 114850th batch, loss is: 0.07576525   
   the 114900th batch, loss is: 0.08094437   
   the 114950th batch, loss is: 0.07257307   
   the 115000th batch, loss is: 0.07097984   
   the 115050th batch, loss is: 0.07402939   
   the 115100th batch, loss is: 0.07339433   
   the 115150th batch, loss is: 0.06994768   
   the 115200th batch, loss is: 0.0706433    
   the 115250th batch, loss is: 0.07987286   
   the 115300th batch, loss is: 0.06735756   
   the 115350th batch, loss is: 0.08012951   
   the 115400th batch, loss is: 0.06948254   
   the 115450th batch, loss is: 0.08105817   
   the 115500th batch, loss is: 0.07681178   
   the 115550th batch, loss is: 0.07942359   
   the 115600th batch, loss is: 0.08163427   
   the 115650th batch, loss is: 0.07476132   
   the 115700th batch, loss is: 0.06965332   
   the 115750th batch, loss is: 0.08984948   
   the 115800th batch, loss is: 0.06659175   
   the 115850th batch, loss is: 0.08208058   
   the 115900th batch, loss is: 0.07456869   
   the 115950th batch, loss is: 0.0763364    
   the 116000th batch, loss is: 0.08165534   
   the 116050th batch, loss is: 0.07948253   
   the 116100th batch, loss is: 0.07550447   
   the 116150th batch, loss is: 0.07654115   
   the 116200th batch, loss is: 0.0826247    
   the 116250th batch, loss is: 0.0765182    
   the 116300th batch, loss is: 0.07813981   
   the 116350th batch, loss is: 0.08024465   
   the 116400th batch, loss is: 0.08442992   
   the 116450th batch, loss is: 0.08349106   
   the 116500th batch, loss is: 0.0778482    
   the 116550th batch, loss is: 0.07956816   
   the 116600th batch, loss is: 0.07373458   
   the 116650th batch, loss is: 0.08679593   
   the 116700th batch, loss is: 0.07464962   
   the 116750th batch, loss is: 0.07195888   
   the 116800th batch, loss is: 0.08506773   
Epoch:  39 lr is: [0.001]
   the 116850th batch, loss is: 0.06898306   
   the 116900th batch, loss is: 0.06538435   
   the 116950th batch, loss is: 0.06729623   
   the 117000th batch, loss is: 0.07156959   
   the 117050th batch, loss is: 0.06924684   
   the 117100th batch, loss is: 0.06645513   
   the 117150th batch, loss is: 0.05469709   
   the 117200th batch, loss is: 0.07227974   
   the 117250th batch, loss is: 0.08023594   
   the 117300th batch, loss is: 0.06867695   
   the 117350th batch, loss is: 0.06961092   
   the 117400th batch, loss is: 0.06919847   
   the 117450th batch, loss is: 0.07302494   
   the 117500th batch, loss is: 0.07268567   
   the 117550th batch, loss is: 0.08161008   
   the 117600th batch, loss is: 0.06768583   
   the 117650th batch, loss is: 0.07684669   
   the 117700th batch, loss is: 0.06822703   
   the 117750th batch, loss is: 0.07108317   
   the 117800th batch, loss is: 0.06881121   
   the 117850th batch, loss is: 0.06995049   
   the 117900th batch, loss is: 0.07157078   
   the 117950th batch, loss is: 0.06965763   
   the 118000th batch, loss is: 0.06312775   
   the 118050th batch, loss is: 0.07644316   
   the 118100th batch, loss is: 0.06874891   
   the 118150th batch, loss is: 0.08054394   
   the 118200th batch, loss is: 0.0716287    
   the 118250th batch, loss is: 0.07268344   
   the 118300th batch, loss is: 0.07383689   
   the 118350th batch, loss is: 0.06739306   
   the 118400th batch, loss is: 0.07964233   
   the 118450th batch, loss is: 0.06442098   
   the 118500th batch, loss is: 0.07293488   
   the 118550th batch, loss is: 0.07425436   
   the 118600th batch, loss is: 0.06926882   
   the 118650th batch, loss is: 0.07381826   
   the 118700th batch, loss is: 0.07341534   
   the 118750th batch, loss is: 0.06511121   
   the 118800th batch, loss is: 0.06535371   
   the 118850th batch, loss is: 0.08573085   
   the 118900th batch, loss is: 0.08527213   
   the 118950th batch, loss is: 0.08419164   
   the 119000th batch, loss is: 0.0723262    
   the 119050th batch, loss is: 0.07438321   
   the 119100th batch, loss is: 0.07756767   
   the 119150th batch, loss is: 0.07159115   
   the 119200th batch, loss is: 0.07264161   
   the 119250th batch, loss is: 0.07096879   
   the 119300th batch, loss is: 0.07730702   
   the 119350th batch, loss is: 0.06867488   
   the 119400th batch, loss is: 0.07167578   
   the 119450th batch, loss is: 0.07167974   
   the 119500th batch, loss is: 0.07689301   
   the 119550th batch, loss is: 0.06606494   
   the 119600th batch, loss is: 0.07898588   
   the 119650th batch, loss is: 0.08868706   
   the 119700th batch, loss is: 0.07706229   
   the 119750th batch, loss is: 0.07299186   
Epoch:  40 lr is: [0.001]
   the 119800th batch, loss is: 0.07386357   
   the 119850th batch, loss is: 0.07377642   
   the 119900th batch, loss is: 0.0722027    
   the 119950th batch, loss is: 0.07653212   
   the 120000th batch, loss is: 0.07031606   
   the 120050th batch, loss is: 0.07089221   
   the 120100th batch, loss is: 0.07036341   
   the 120150th batch, loss is: 0.07963729   
   the 120200th batch, loss is: 0.07359477   
   the 120250th batch, loss is: 0.06497413   
   the 120300th batch, loss is: 0.07302644   
   the 120350th batch, loss is: 0.07361872   
   the 120400th batch, loss is: 0.07669542   
   the 120450th batch, loss is: 0.06778307   
   the 120500th batch, loss is: 0.07666744   
   the 120550th batch, loss is: 0.06264964   
   the 120600th batch, loss is: 0.07614793   
   the 120650th batch, loss is: 0.07675531   
   the 120700th batch, loss is: 0.07323555   
   the 120750th batch, loss is: 0.06799138   
   the 120800th batch, loss is: 0.07612853   
   the 120850th batch, loss is: 0.06832024   
   the 120900th batch, loss is: 0.07181813   
   the 120950th batch, loss is: 0.06865619   
   the 121000th batch, loss is: 0.07705097   
   the 121050th batch, loss is: 0.06988449   
   the 121100th batch, loss is: 0.07598771   
   the 121150th batch, loss is: 0.08116145   
   the 121200th batch, loss is: 0.0742578    
   the 121250th batch, loss is: 0.07647569   
   the 121300th batch, loss is: 0.08677929   
   the 121350th batch, loss is: 0.06749281   
   the 121400th batch, loss is: 0.07365947   
   the 121450th batch, loss is: 0.0752486    
   the 121500th batch, loss is: 0.07723021   
   the 121550th batch, loss is: 0.07846671   
   the 121600th batch, loss is: 0.07269574   
   the 121650th batch, loss is: 0.07221215   
   the 121700th batch, loss is: 0.06735515   
   the 121750th batch, loss is: 0.07237631   
   the 121800th batch, loss is: 0.07606962   
   the 121850th batch, loss is: 0.07427363   
   the 121900th batch, loss is: 0.07724185   
   the 121950th batch, loss is: 0.06975546   
   the 122000th batch, loss is: 0.07237207   
   the 122050th batch, loss is: 0.07330435   
   the 122100th batch, loss is: 0.07382021   
   the 122150th batch, loss is: 0.06714921   
   the 122200th batch, loss is: 0.07703905   
   the 122250th batch, loss is: 0.06842362   
   the 122300th batch, loss is: 0.06880523   
   the 122350th batch, loss is: 0.08018386   
   the 122400th batch, loss is: 0.06936251   
   the 122450th batch, loss is: 0.07314144   
   the 122500th batch, loss is: 0.07081303   
   the 122550th batch, loss is: 0.07685559   
   the 122600th batch, loss is: 0.08196913   
   the 122650th batch, loss is: 0.07001279   
   the 122700th batch, loss is: 0.07732837   
   the 122750th batch, loss is: 0.06765236   
Epoch:  41 lr is: [0.001]
   the 122800th batch, loss is: 0.06078926   
   the 122850th batch, loss is: 0.08137421   
   the 122900th batch, loss is: 0.07116674   
   the 122950th batch, loss is: 0.06921812   
   the 123000th batch, loss is: 0.06632774   
   the 123050th batch, loss is: 0.06532377   
   the 123100th batch, loss is: 0.06890455   
   the 123150th batch, loss is: 0.06806248   
   the 123200th batch, loss is: 0.06711745   
   the 123250th batch, loss is: 0.07170202   
   the 123300th batch, loss is: 0.07075637   
   the 123350th batch, loss is: 0.066018     
   the 123400th batch, loss is: 0.07133204   
   the 123450th batch, loss is: 0.06225394   
   the 123500th batch, loss is: 0.06564975   
   the 123550th batch, loss is: 0.07658055   
   the 123600th batch, loss is: 0.06547983   
   the 123650th batch, loss is: 0.07381339   
   the 123700th batch, loss is: 0.0687653    
   the 123750th batch, loss is: 0.0733377    
   the 123800th batch, loss is: 0.07706656   
   the 123850th batch, loss is: 0.07732534   
   the 123900th batch, loss is: 0.07124402   
   the 123950th batch, loss is: 0.07265091   
   the 124000th batch, loss is: 0.06413016   
   the 124050th batch, loss is: 0.06938379   
   the 124100th batch, loss is: 0.06667162   
   the 124150th batch, loss is: 0.07741605   
   the 124200th batch, loss is: 0.07174726   
   the 124250th batch, loss is: 0.07326697   
   the 124300th batch, loss is: 0.06728974   
   the 124350th batch, loss is: 0.0775574    
   the 124400th batch, loss is: 0.07914003   
   the 124450th batch, loss is: 0.07313985   
   the 124500th batch, loss is: 0.07509672   
   the 124550th batch, loss is: 0.07982966   
   the 124600th batch, loss is: 0.06684479   
   the 124650th batch, loss is: 0.07527895   
   the 124700th batch, loss is: 0.06403004   
   the 124750th batch, loss is: 0.07161182   
   the 124800th batch, loss is: 0.07319615   
   the 124850th batch, loss is: 0.06951422   
   the 124900th batch, loss is: 0.07908468   
   the 124950th batch, loss is: 0.06829238   
   the 125000th batch, loss is: 0.07094713   
   the 125050th batch, loss is: 0.07373968   
   the 125100th batch, loss is: 0.07731932   
   the 125150th batch, loss is: 0.07654662   
   the 125200th batch, loss is: 0.07952839   
   the 125250th batch, loss is: 0.07342284   
   the 125300th batch, loss is: 0.07687094   
   the 125350th batch, loss is: 0.06611738   
   the 125400th batch, loss is: 0.07235359   
   the 125450th batch, loss is: 0.06931471   
   the 125500th batch, loss is: 0.07142275   
   the 125550th batch, loss is: 0.07036931   
   the 125600th batch, loss is: 0.06470501   
   the 125650th batch, loss is: 0.07749224   
   the 125700th batch, loss is: 0.0628562    
   the 125750th batch, loss is: 0.07383157   
Epoch:  42 lr is: [0.001]
   the 125800th batch, loss is: 0.06681495   
   the 125850th batch, loss is: 0.07048777   
   the 125900th batch, loss is: 0.07031305   
   the 125950th batch, loss is: 0.06640287   
   the 126000th batch, loss is: 0.06415305   
   the 126050th batch, loss is: 0.06929535   
   the 126100th batch, loss is: 0.07491617   
   the 126150th batch, loss is: 0.06622063   
   the 126200th batch, loss is: 0.0701556    
   the 126250th batch, loss is: 0.06793571   
   the 126300th batch, loss is: 0.08120318   
   the 126350th batch, loss is: 0.06537686   
   the 126400th batch, loss is: 0.06645467   
   the 126450th batch, loss is: 0.06750697   
   the 126500th batch, loss is: 0.0712596    
   the 126550th batch, loss is: 0.07055487   
   the 126600th batch, loss is: 0.06761922   
   the 126650th batch, loss is: 0.06069242   
   the 126700th batch, loss is: 0.07446707   
   the 126750th batch, loss is: 0.06290425   
   the 126800th batch, loss is: 0.06883556   
   the 126850th batch, loss is: 0.07468536   
   the 126900th batch, loss is: 0.08174483   
   the 126950th batch, loss is: 0.07212319   
   the 127000th batch, loss is: 0.07757381   
   the 127050th batch, loss is: 0.06482349   
   the 127100th batch, loss is: 0.06636022   
   the 127150th batch, loss is: 0.06654484   
   the 127200th batch, loss is: 0.07435614   
